title,console,genre,publisher,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,total_sales,release_year,publisher_rank,platform_release_count,total_sales_per_title
Sherlock Holmes vs. Jack the Ripper,PC,Adventure,Focus Home Interactive,26,7.3,64,7.7,10000,2009,70,2,170000
The Tiny Bang Story,PC,Adventure,Unknown,12,6.3,77,7.0,10000,2011,69,1,10000
The Adventures of Tintin: The Game,PC,Adventure,Ubisoft,35,6.3,18,7.1,10000,2011,4,5,1000000
Chronicles of Mystery: The Scorpio Ritual,PC,Adventure,City Interactive,12,6.2,14,5.5,10000,2008,86,1,10000
Secret Files 2: Puritas Cordis,DS,Adventure,Deep Silver,14,6.4,32,6.9,10000,2009,43,3,80000
Harry Potter and the Goblet of Fire,PC,Adventure,Electronic Arts,29,6.8,67,5.3,10000,2005,2,7,2340000
Pirates of Black Cove,PC,Adventure,Paradox Interactive,21,5.6,33,5.8,10000,2011,199,1,10000
Heaven's Hope,PC,Adventure,EuroVideo Medien,8,7.4,12,6.8,10000,2016,600,1,10000
Curse: The Eye of Isis,XB,Adventure,DreamCatcher Interactive,19,5.9,5,5.8,10000,2003,120,1,10000
Leisure Suit Larry: Wet Dreams Don't Dry,PC,Adventure,Assemble Entertainment,18,7.2,60,7.0,10000,2018,651,1,10000
Nancy Drew: The Phantom of Venice,PC,Adventure,Her Interactive,7,6.9,15,6.8,10000,2008,553,1,10000
Dark Fall 3: Lost Souls,PC,Adventure,The Adventure Company,8,7.5,21,6.4,10000,2010,219,1,10000
Scratches,PC,Adventure,Got Game Entertainment,18,6.7,50,8.1,10000,2006,401,1,10000
Leisure Suit Larry: Box Office Bust,PC,Adventure,Codemasters,27,2.5,24,1.8,10000,2009,30,3,270000
The Spiderwick Chronicles,PC,Adventure,Sierra Entertainment,40,5.9,4,6.3,10000,2008,56,4,390000
Legend of Kay Anniversary,NS,Action-Adventure,THQ Nordic,22,6.2,22,6.0,10000,2018,125,5,240000
LEGO Batman 2: DC Super Heroes,PC,Action-Adventure,Warner Bros. Interactive Entertainment,59,7.9,296,7.7,10000,2012,14,8,6410000
Onimusha: Warlords,NS,Action-Adventure,Capcom,32,7.1,64,7.5,10000,2019,11,2,40000
Max: The Curse of Brotherhood,NS,Action-Adventure,Wired Productions,51,7.2,316,7.4,10000,2018,338,1,10000
Dillon's Dead-Heat Breakers,3DS,Action,Nintendo,29,6.9,29,7.7,0,2018,10,1,0
Just Cause,XB,Action,Eidos Interactive,57,7.3,60,6.4,0,2006,21,4,180000
Of Orcs and Men,PS3,Action,Focus Home Interactive,17,6.4,78,6.0,0,2012,70,2,0
Big Bumpin',X360,Action,King Games,16,6.3,8,5.4,0,2006,684,1,0
Harry Potter for Kinect,X360,Action-Adventure,Warner Bros. Interactive Entertainment,15,5.4,20,4.4,0,2009,14,1,0
Assassin's Creed Chronicles: China,PC,Action-Adventure,Ubisoft,45,6.9,149,5.9,0,2015,4,2,40000
Keepsake,PC,Adventure,The Adventure Company,26,6.8,15,6.4,0,2006,219,1,0
Sherlock Holmes: The Awakened,PC,Adventure,Focus Home Interactive,25,7.5,59,7.5,0,2007,70,1,0
Atlantis Evolution,PC,Adventure,The Adventure Company,17,5.4,6,3.2,0,2004,219,1,0
Beyond Good & Evil,PC,Adventure,Ubisoft,45,8.6,184,8.8,0,2003,4,4,500000
Second Sight,PC,Adventure,Codemasters,48,7.6,31,7.6,0,2005,30,4,260000
Jolly Rover,PC,Adventure,Unknown,15,7.1,28,7.4,0,2010,69,1,0
Overclocked: A History of Violence,PC,Adventure,Lighthouse Interactive,19,7.0,19,6.5,0,2008,668,1,0
Gone Home,PC,Adventure,The Fullbright Company,56,8.6,2305,5.5,0,2013,702,1,0
Runaway: The Dream of the Turtle,Wii,Adventure,Focus Home Interactive,26,6.7,61,7.9,0,2009,70,2,0
Penumbra: Overture,PC,Adventure,Got Game Entertainment,28,7.3,206,7.7,0,2007,401,1,0
Shadow of Destiny,PC,Adventure,Konami,18,7.8,29,8.3,0,2002,8,3,320000
Obscure,PC,Adventure,DreamCatcher Interactive,29,6.6,22,8.1,0,2005,120,3,110000
Runaway: The Dream of the Turtle,DS,Adventure,Focus Home Interactive,26,6.7,61,7.9,0,2007,70,2,0
Broken Sword: The Sleeping Dragon,PC,Adventure,The Adventure Company,32,8.2,116,7.1,0,2003,219,2,20000
Dead Reefs,PC,Adventure,The Adventure Company,14,5.1,5,6.2,0,2007,219,1,0
Agatha Christie: And Then There Were None,PC,Adventure,The Adventure Company,28,6.8,15,7.3,0,2005,219,2,70000
Art of Murder: FBI Confidential,PC,Adventure,City Interactive,12,5.0,21,5.2,0,2008,86,1,0
Return to Mysterious Island,PC,Adventure,The Adventure Company,19,7.9,33,8.0,0,2004,219,1,0
Arthur and the Invisibles,PSP,Adventure,Atari,22,6.6,8,7.8,0,2007,16,2,30000
The Book of Unwritten Tales 2,PC,Adventure,Nordic Games,39,8.0,92,7.7,0,2014,104,3,90000
Nancy Drew: Danger By Design,PC,Adventure,Her Interactive,11,7.0,12,6.4,0,2006,553,1,0
The Thing,PC,Adventure,VU Games,27,7.8,45,7.2,0,2002,37,3,640000
The Golden Compass,PC,Adventure,Sega,25,4.1,8,5.4,0,2007,9,7,2840000
Leisure Suit Larry: Magna Cum Laude,PC,Adventure,VU Games,49,6.2,16,5.9,0,2004,37,3,510000
Death to Spies,PC,Adventure,Atari,14,6.9,39,7.3,0,2007,16,1,0
Prince of Persia: Warrior Within,PC,Adventure,Ubisoft,55,8.3,113,8.5,0,2004,4,4,2640000
Alone in the Dark: The New Nightmare,PC,Adventure,Infogrames,16,6.6,68,7.6,0,2001,60,2,160000
Dark Fall: The Journal,PC,Adventure,The Adventure Company,23,6.8,22,7.0,0,2003,219,1,0
From Dust,PC,Adventure,Ubisoft,76,8.0,94,7.7,0,2011,4,1,0
Until Dawn,PS3,Adventure,Sony Computer Entertainment America,57,6.9,279,6.4,0,2014,52,1,0
Prince of Persia: The Sands of Time,PC,Adventure,Ubisoft,44,9.2,559,8.6,0,2003,4,5,3630000
Call of Cthulhu: Dark Corners of the Earth,PC,Adventure,2K Games,51,7.7,27,7.6,0,2006,24,2,60000
Sinking Island,PC,Adventure,Encore,8,6.8,33,6.9,0,2008,298,1,0
Still Life,PC,Adventure,The Adventure Company,29,7.0,9,7.2,0,2005,219,2,70000
Dreamfall: The Longest Journey,PC,Adventure,Aspyr,45,7.5,327,8.3,0,2006,175,2,40000
Dracula: Origin,PC,Adventure,The Adventure Company,31,7.0,16,7.0,0,2008,219,1,0
Agatha Christie: Evil Under the Sun,PC,Adventure,The Adventure Company,18,6.6,7,8.7,0,2007,219,2,90000
Nostradamus: The Last Prophecy,PC,Adventure,MC2 Entertainment,10,7.0,10,6.4,0,2007,690,1,0
Prince of Persia: The Two Thrones,PC,Adventure,Ubisoft,46,8.5,109,8.0,0,2005,4,4,1410000
Myst V: End of Ages,PC,Adventure,Ubisoft,26,8.0,40,7.2,0,2005,4,1,0
Prison Break: The Conspiracy,PC,Adventure,Deep Silver,37,4.0,24,5.1,0,2010,43,3,460000
Silent Hill 3,PC,Adventure,Konami,41,8.5,802,8.7,0,2003,8,1,0
CSI: Miami,PC,Adventure,Ubisoft,17,5.4,11,6.5,0,2004,4,1,0
The Raven: Legacy of a Master Thief,PC,Adventure,KING Art Games,36,7.4,77,6.7,0,2014,643,1,0
DreamWorks Madagascar 3: The Video Game,3DS,Adventure,D3Publisher,8,4.5,16,5.9,0,2012,146,1,0
Danganronpa 1-2 Reload,PSV,Adventure,Spike Chunsoft,29,8.3,157,8.6,0,2017,197,2,120000
Barrow Hill: Curse of the Ancient Circle,PC,Adventure,Got Game Entertainment,21,6.5,9,6.0,0,2006,401,1,0
The Lost Crown: A Ghost-hunting Adventure,PC,Adventure,Got Game Entertainment,23,7.1,19,7.7,0,2008,401,1,0
The Godfather II,PC,Adventure,Electronic Arts,72,6.5,57,7.1,0,2009,2,3,1530000
Back to the Future: The Game,PC,Adventure,Telltale Games,7,6.6,14,4.8,0,2010,83,6,360000
Sherlock Holmes: Nemesis,PC,Adventure,DreamCatcher Interactive,20,7.1,31,7.0,0,2008,120,1,0
Myst III: Exile,PC,Adventure,Ubisoft,22,8.3,56,8.1,0,2001,4,3,340000
The Suffering,PC,Action,Encore,47,7.7,55,8.1,0,2004,298,3,640000
Dino Crisis 2,PC,Action,Capcom,13,8.6,445,9.0,0,2002,11,1,0
Manhunt,PC,Action,Rockstar Games,47,7.6,230,8.3,0,2004,7,3,1470000
X-Blades,PC,Action,SouthPeak Interactive,39,5.0,15,5.1,0,2009,74,3,280000
Silent Hill: Homecoming,PC,Action,Konami,54,7.0,204,6.3,0,2008,8,3,840000
Hulk,PC,Action,Universal Interactive,28,7.1,21,6.9,0,2003,62,4,1580000
Of Orcs and Men,X360,Action,Focus Home Interactive,17,6.4,78,6.0,0,2012,70,2,0
Resident Evil 3: Nemesis,PC,Action,Capcom,19,9.1,580,9.2,0,2001,11,2,80000
The Matrix: Path of Neo,PC,Action,Atari,42,6.9,66,7.6,0,2005,16,3,800000
Velocity 2X,PSV,Action,Futurlab 1,38,8.6,338,6.9,0,2014,705,1,0
Reservoir Dogs,PC,Action,Eidos Interactive,29,5.0,8,7.3,0,2006,21,1,0
Cannon Fodder 3,PC,Action,Game Factory Interactive,10,4.9,15,5.1,0,2012,716,1,0
Tom Clancy's Splinter Cell: Chaos Theory,PC,Action,Ubisoft,70,9.4,301,8.6,0,2005,4,5,2230000
Gladiator: Sword of Vengeance,PC,Action,Acclaim Entertainment,25,6.5,6,7.5,0,2003,23,3,170000
Forgotten Realms: Demon Stone,PC,Action,Atari,40,7.1,17,7.8,0,2004,16,3,290000
Project Eden,PC,Action,Eidos Interactive,20,7.1,5,8.8,0,2001,21,2,90000
True Crime: New York City,PC,Action,Aspyr,47,6.0,65,7.2,0,2006,175,4,1210000
Tom Clancy's Splinter Cell: Double Agent,PC,Action,Ubisoft,59,8.5,146,7.7,0,2006,4,5,1230000
Chaos Legion,PC,Action,Capcom,34,6.5,45,7.2,0,2003,11,2,300000
Warriors Orochi,PC,Action,KOEI,27,5.3,19,8.0,0,2008,42,4,1270000
IL-2 Sturmovik: Battle of Stalingrad,PC,Action,1C Maddox Games,7,7.4,279,6.1,0,2014,689,1,0
True Crime: Streets of LA,PC,Action,Activision,39,7.7,23,7.5,0,2004,1,4,5210000
Hello Neighbor,PC,Action,Gearbox Software,21,3.8,402,5.3,0,2017,105,4,1010000
Cold Fear,PC,Action,Ubisoft,41,7.1,20,8.8,0,2005,4,3,170000
Marc Ecko's Getting Up: Contents Under Pressure,PC,Action,Atari,45,7.1,13,7.8,0,2006,16,2,50000
The Three Stooges,GBA,Action,Metro 3D,8,5.3,5,7.0,0,2002,308,1,0
Jazz Jackrabbit,GBA,Action,Jaleco,9,6.8,6,4.8,0,2003,95,1,0
Hitman 2: Silent Assassin,PC,Action,Eidos Interactive,23,8.4,76,7.9,0,2002,21,4,4280000
Indiana Jones and the Emperor's Tomb,PC,Action,LucasArts,43,7.3,22,8.0,0,2003,12,2,180000
War Thunder,PS4,Action,DMM Games,17,7.6,832,3.9,0,2017,721,1,0
Ratchet & Clank: Full Frontal Assault,PSV,Action,Sony Computer Entertainment,52,6.4,170,7.1,0,2012,6,2,250000
Metal Gear Solid 2: Substance,PC,Action,Konami,28,8.7,53,8.2,0,2003,8,3,1140000
Enter the Matrix,PC,Action,Atari,33,6.5,20,8.0,0,2003,16,4,4830000
Ninja Blade,PC,Action,Noviy Disk,65,6.8,44,6.3,0,2009,681,2,330000
Watch Dogs 2,PC,Action,Ubisoft,99,8.2,2284,7.6,0,2016,4,3,4710000
Gauntlet: Dark Legacy,GBA,Action,Midway Games,20,6.0,18,8.0,0,2002,20,4,1500000
Garshasp: The Monster Slayer,PC,Action,Unknown,19,4.9,67,6.0,0,2011,69,1,0
Metal Gear Online,PS3,Action,Konami Digital Entertainment,10,8.1,30,8.5,0,2008,33,1,0
Lara Croft Tomb Raider: The Angel of Darkness,PC,Action,Eidos Interactive,37,5.2,109,6.8,0,2003,21,2,1250000
Transformers: War for Cybertron,PC,Action,Activision,69,7.6,126,7.9,0,2010,1,3,1090000
Tom Clancy's Splinter Cell: Pandora Tomorrow,PC,Action,Ubisoft,74,9.3,128,8.2,0,2004,4,5,2870000
The Godfather,PC,Action,Electronic Arts,58,7.7,35,8.1,0,2006,2,2,1090000
Deception IV: The Nightmare Princess,PS4,Action,Tecmo Koei,33,6.9,36,6.7,0,2015,40,2,10000
Star Wars: The Force Unleashed - Ultimate Sith Edition,PS3,Action,LucasArts,17,6.5,275,6.5,0,2009,12,1,0
Metal Gear Solid,PSN,Action,Konami,20,9.4,2319,8.8,0,2009,8,1,0
Twin Sector,PC,Action,Headup Games,11,4.9,24,4.8,0,2010,583,1,0
Army Men Advance,GBA,Action,3DO,7,5.7,4,7.5,0,2001,68,1,0
